date,usage_kwh,co2_kg,lagging_reactive_kvarh,leading_reactive_kvarh,lagging_power_factor,leading_power_factor,Day_of_week,Load_Type,year,month,day,hour,co2_per_kwh,reactive_power_percent
2018-01-01 19:45:00,3.96,0.0,0.0,20.88,100.0,18.63,Monday,Light_Load,2018,01,01,19,0.0,527.2727272727273
2018-01-01 20:00:00,3.56,0.0,0.0,17.35,100.0,20.1,Monday,Light_Load,2018,01,01,20,0.0,487.35955056179773
2018-01-01 20:15:00,4.03,0.0,0.0,22.54,100.0,17.6,Monday,Light_Load,2018,01,01,20,0.0,559.3052109181141
2018-01-01 20:30:00,3.74,0.0,0.0,19.55,100.0,18.79,Monday,Light_Load,2018,01,01,20,0.0,522.7272727272727
2018-01-01 20:45:00,3.56,0.0,0.0,17.42,100.0,20.02,Monday,Light_Load,2018,01,01,20,0.0,489.3258426966293
2018-01-01 21:00:00,4.21,0.0,0.0,24.26,100.0,17.1,Monday,Light_Load,2018,01,01,21,0.0,576.2470308788598
2018-01-01 21:15:00,3.56,0.0,0.0,17.75,100.0,19.66,Monday,Light_Load,2018,01,01,21,0.0,498.5955056179775
2018-01-01 21:30:00,3.53,0.0,0.0,17.42,100.0,19.86,Monday,Light_Load,2018,01,01,21,0.0,493.4844192634562
2018-01-01 21:45:00,4.25,0.0,0.0,25.2,100.0,16.63,Monday,Light_Load,2018,01,01,21,0.0,592.9411764705883
2018-01-01 22:00:00,3.53,0.0,0.0,17.5,100.0,19.77,Monday,Light_Load,2018,01,01,22,0.0,495.7507082152975
2018-01-01 22:15:00,3.56,0.0,1.44,10.08,92.7,33.3,Monday,Light_Load,2018,01,01,22,0.0,323.5955056179775
2018-01-01 22:30:00,3.67,0.0,4.21,0.0,65.71,100.0,Monday,Light_Load,2018,01,01,22,0.0,114.71389645776566
2018-01-01 22:45:00,3.24,0.0,3.35,0.0,69.52,100.0,Monday,Light_Load,2018,01,01,22,0.0,103.39506172839505
2018-01-01 23:00:00,3.53,0.0,3.74,0.0,68.64,100.0,Monday,Light_Load,2018,01,01,23,0.0,105.94900849858358
2018-01-01 23:15:00,3.53,0.0,3.42,0.0,71.82,100.0,Monday,Light_Load,2018,01,01,23,0.0,96.88385269121812
2018-01-01 23:30:00,3.24,0.0,2.95,0.0,73.94,100.0,Monday,Light_Load,2018,01,01,23,0.0,91.0493827160494
2018-01-01 23:45:00,3.67,0.0,3.96,0.0,67.97,100.0,Monday,Light_Load,2018,01,01,23,0.0,107.90190735694823
2018-01-01 00:00:00,3.42,0.0,3.46,0.0,70.3,100.0,Monday,Light_Load,2018,01,01,00,0.0,101.16959064327486
2018-01-02 00:15:00,3.2,0.0,3.1,0.0,71.82,100.0,Tuesday,Light_Load,2018,01,02,00,0.0,96.875
2018-01-02 00:30:00,3.85,0.0,4.61,0.0,64.1,100.0,Tuesday,Light_Load,2018,01,02,00,0.0,119.74025974025975
2018-01-02 00:45:00,3.28,0.0,3.67,0.0,66.64,100.0,Tuesday,Light_Load,2018,01,02,00,0.0,111.89024390243902
2018-01-02 01:00:00,3.35,0.0,3.6,0.0,68.12,100.0,Tuesday,Light_Load,2018,01,02,01,0.0,107.46268656716418
2018-01-02 01:15:00,3.89,0.0,4.72,0.0,63.6,100.0,Tuesday,Light_Load,2018,01,02,01,0.0,121.33676092544987
2018-01-02 01:30:00,3.28,0.0,3.53,0.0,68.07,100.0,Tuesday,Light_Load,2018,01,02,01,0.0,107.6219512195122
2018-01-02 01:45:00,3.46,0.0,3.96,0.0,65.8,100.0,Tuesday,Light_Load,2018,01,02,01,0.0,114.45086705202311
2018-01-02 02:00:00,3.78,0.0,4.82,0.0,61.71,100.0,Tuesday,Light_Load,2018,01,02,02,0.0,127.51322751322753
2018-01-02 02:15:00,3.31,0.0,3.53,0.0,68.4,100.0,Tuesday,Light_Load,2018,01,02,02,0.0,106.6465256797583
2018-01-02 02:30:00,3.6,0.0,4.36,0.0,63.67,100.0,Tuesday,Light_Load,2018,01,02,02,0.0,121.11111111111113
2018-01-02 02:45:00,3.64,0.0,4.39,0.0,63.83,100.0,Tuesday,Light_Load,2018,01,02,02,0.0,120.60439560439559
2018-01-02 03:00:00,3.28,0.0,3.71,0.0,66.24,100.0,Tuesday,Light_Load,2018,01,02,03,0.0,113.10975609756098
2018-01-02 03:15:00,3.71,0.0,4.57,0.0,63.03,100.0,Tuesday,Light_Load,2018,01,02,03,0.0,123.18059299191376
2018-01-02 03:30:00,3.56,0.0,4.03,0.0,66.21,100.0,Tuesday,Light_Load,2018,01,02,03,0.0,113.20224719101124
2018-01-02 03:45:00,3.24,0.0,3.49,0.0,68.04,100.0,Tuesday,Light_Load,2018,01,02,03,0.0,107.71604938271604
2018-01-02 04:00:00,3.89,0.0,4.64,0.0,64.25,100.0,Tuesday,Light_Load,2018,01,02,04,0.0,119.28020565552697
2018-01-02 04:15:00,3.28,0.0,3.42,0.0,69.22,100.0,Tuesday,Light_Load,2018,01,02,04,0.0,104.26829268292683
2018-01-02 04:30:00,3.28,0.0,3.49,0.0,68.48,100.0,Tuesday,Light_Load,2018,01,02,04,0.0,106.40243902439026
2018-01-02 04:45:00,3.96,0.0,4.68,0.0,64.59,100.0,Tuesday,Light_Load,2018,01,02,04,0.0,118.18181818181816
2018-01-02 05:00:00,3.24,0.0,3.42,0.0,68.77,100.0,Tuesday,Light_Load,2018,01,02,05,0.0,105.55555555555554
2018-01-02 05:15:00,3.46,0.0,3.78,0.0,67.52,100.0,Tuesday,Light_Load,2018,01,02,05,0.0,109.2485549132948
2018-01-02 05:30:00,3.67,0.0,4.07,0.0,66.97,100.0,Tuesday,Light_Load,2018,01,02,05,0.0,110.89918256130791
2018-01-02 05:45:00,3.24,0.0,3.42,0.0,68.77,100.0,Tuesday,Light_Load,2018,01,02,05,0.0,105.55555555555554
2018-01-02 06:00:00,3.67,0.0,3.96,0.0,67.97,100.0,Tuesday,Light_Load,2018,01,02,06,0.0,107.90190735694823
2018-01-02 06:15:00,3.53,0.0,3.78,0.0,68.25,100.0,Tuesday,Light_Load,2018,01,02,06,0.0,107.08215297450425
2018-01-02 06:30:00,3.2,0.0,3.24,0.0,70.27,100.0,Tuesday,Light_Load,2018,01,02,06,0.0,101.25
2018-01-02 06:45:00,3.78,0.0,4.07,0.0,68.05,100.0,Tuesday,Light_Load,2018,01,02,06,0.0,107.67195767195767
2018-01-02 07:00:00,3.35,0.0,3.35,0.0,70.71,100.0,Tuesday,Light_Load,2018,01,02,07,0.0,100.0
2018-01-02 07:15:00,3.53,0.0,3.49,0.0,71.11,100.0,Tuesday,Light_Load,2018,01,02,07,0.0,98.86685552407933
2018-01-02 07:30:00,6.3,0.0,4.57,0.0,80.95,100.0,Tuesday,Light_Load,2018,01,02,07,0.0,72.53968253968254
2018-01-02 07:45:00,6.05,0.0,4.79,0.0,78.4,100.0,Tuesday,Light_Load,2018,01,02,07,0.0,79.17355371900827
2018-01-02 08:00:00,6.73,0.0,4.54,0.0,82.9,100.0,Tuesday,Light_Load,2018,01,02,08,0.0,67.45913818722138
2018-01-02 08:15:00,29.02,0.0,18.83,0.07,83.89,100.0,Tuesday,Light_Load,2018,01,02,08,0.0,65.12749827705031
2018-01-02 08:30:00,46.19,0.0,28.66,0.0,84.97,100.0,Tuesday,Light_Load,2018,01,02,08,0.0,62.048062351158265
2018-01-02 08:45:00,52.06,0.0,35.32,0.0,82.75,100.0,Tuesday,Light_Load,2018,01,02,08,0.0,67.84479446792163
2018-01-02 09:00:00,56.2,0.0,12.53,0.11,97.6,100.0,Tuesday,Light_Load,2018,01,02,09,0.0,22.491103202846972
2018-01-02 09:15:00,56.84,0.0,8.32,0.0,98.95,100.0,Tuesday,Medium_Load,2018,01,02,09,0.0,14.637579169598874
2018-01-02 09:30:00,51.26,0.0,4.54,0.94,99.61,99.98,Tuesday,Medium_Load,2018,01,02,09,0.0,10.690596956691378
2018-01-02 09:45:00,48.13,0.0,2.34,1.15,99.88,99.97,Tuesday,Medium_Load,2018,01,02,09,0.0,7.2511946810720955
2018-01-02 10:00:00,52.81,0.0,7.06,0.54,99.12,99.99,Tuesday,Medium_Load,2018,01,02,10,0.0,14.39121378526794
2018-01-02 10:15:00,54.79,0.0,7.52,0.14,99.07,100.0,Tuesday,Maximum_Load,2018,01,02,10,0.0,13.980653403905821
2018-01-02 10:30:00,53.21,0.0,8.35,0.11,98.79,100.0,Tuesday,Maximum_Load,2018,01,02,10,0.0,15.899267055064836
2018-01-02 10:45:00,80.21,0.0,32.4,0.0,92.72,100.0,Tuesday,Maximum_Load,2018,01,02,10,0.0,40.39396583967086
2018-01-02 11:00:00,77.58,0.0,25.49,0.0,95.0,100.0,Tuesday,Maximum_Load,2018,01,02,11,0.0,32.856406290281
2018-01-02 11:15:00,128.52,0.0,70.85,0.0,87.57,100.0,Tuesday,Maximum_Load,2018,01,02,11,0.0,55.127606598194824
2018-01-02 11:30:00,144.47,0.0,78.48,0.0,87.87,100.0,Tuesday,Maximum_Load,2018,01,02,11,0.0,54.32269675365128
2018-01-02 11:45:00,90.86,0.0,54.29,0.0,85.84,100.0,Tuesday,Maximum_Load,2018,01,02,11,0.0,59.75126568346907
2018-01-02 12:00:00,123.3,0.0,66.06,0.0,88.15,100.0,Tuesday,Maximum_Load,2018,01,02,12,0.0,53.57664233576642
2018-01-02 12:15:00,19.22,0.0,5.54,18.9,96.09,71.3,Tuesday,Medium_Load,2018,01,02,12,0.0,127.15920915712799
2018-01-02 12:30:00,8.46,0.0,0.0,25.92,100.0,31.03,Tuesday,Medium_Load,2018,01,02,12,0.0,306.3829787234043
2018-01-02 12:45:00,8.24,0.0,0.0,25.34,100.0,30.92,Tuesday,Medium_Load,2018,01,02,12,0.0,307.5242718446602
2018-01-02 13:00:00,8.03,0.0,0.0,25.49,100.0,30.05,Tuesday,Medium_Load,2018,01,02,13,0.0,317.4346201743462
2018-01-02 13:15:00,79.67,0.0,27.29,6.52,94.6,99.67,Tuesday,Medium_Load,2018,01,02,13,0.0,42.43755491402034
2018-01-02 13:30:00,97.85,0.0,46.8,0.0,90.21,100.0,Tuesday,Medium_Load,2018,01,02,13,0.0,47.828308635666836
2018-01-02 13:45:00,124.45,0.0,49.79,0.0,92.85,100.0,Tuesday,Medium_Load,2018,01,02,13,0.0,40.00803535556448
2018-01-02 14:00:00,108.61,0.0,43.34,0.0,92.88,100.0,Tuesday,Medium_Load,2018,01,02,14,0.0,39.90424454470123
2018-01-02 14:15:00,123.12,0.0,55.26,0.0,91.23,100.0,Tuesday,Medium_Load,2018,01,02,14,0.0,44.88304093567251
2018-01-02 14:30:00,129.1,0.0,53.5,0.0,92.38,100.0,Tuesday,Medium_Load,2018,01,02,14,0.0,41.44074360960496
2018-01-02 14:45:00,82.08,0.0,27.58,0.0,94.79,100.0,Tuesday,Medium_Load,2018,01,02,14,0.0,33.60136452241716
2018-01-02 15:00:00,143.89,0.0,60.91,0.0,92.09,100.0,Tuesday,Medium_Load,2018,01,02,15,0.0,42.33094725137258
2018-01-02 15:15:00,86.9,0.0,34.27,0.0,93.03,100.0,Tuesday,Medium_Load,2018,01,02,15,0.0,39.4361334867664
2018-01-02 15:30:00,141.44,0.0,62.57,0.0,91.45,100.0,Tuesday,Medium_Load,2018,01,02,15,0.0,44.237839366515836
2018-01-02 15:45:00,116.53,0.0,52.88,0.0,91.06,100.0,Tuesday,Medium_Load,2018,01,02,15,0.0,45.3788723933751
2018-01-02 16:00:00,129.31,0.0,61.16,0.0,90.4,100.0,Tuesday,Medium_Load,2018,01,02,16,0.0,47.29719279251411
2018-01-02 16:15:00,136.44,0.0,56.77,0.0,92.33,100.0,Tuesday,Medium_Load,2018,01,02,16,0.0,41.60803283494577
2018-01-02 16:30:00,85.72,0.0,34.85,0.0,92.64,100.0,Tuesday,Medium_Load,2018,01,02,16,0.0,40.655622958469436
2018-01-02 16:45:00,147.46,0.0,65.27,0.0,91.44,100.0,Tuesday,Medium_Load,2018,01,02,16,0.0,44.2628509426285
2018-01-02 17:00:00,86.94,0.0,30.78,0.0,94.27,100.0,Tuesday,Medium_Load,2018,01,02,17,0.0,35.40372670807454
2018-01-02 17:15:00,67.25,0.0,25.81,0.0,93.36,100.0,Tuesday,Maximum_Load,2018,01,02,17,0.0,38.37918215613383
2018-01-02 17:30:00,115.78,0.0,50.04,0.0,91.79,100.0,Tuesday,Maximum_Load,2018,01,02,17,0.0,43.219899809984454
2018-01-02 17:45:00,113.11,0.0,34.63,0.0,95.62,100.0,Tuesday,Maximum_Load,2018,01,02,17,0.0,30.616214304659184
2018-01-02 18:00:00,76.75,0.0,11.74,1.04,98.85,99.99,Tuesday,Maximum_Load,2018,01,02,18,0.0,16.651465798045603
2018-01-02 18:15:00,41.9,0.0,15.23,0.14,93.98,100.0,Tuesday,Maximum_Load,2018,01,02,18,0.0,36.682577565632464
2018-01-02 18:30:00,37.4,0.0,19.94,0.0,88.24,100.0,Tuesday,Maximum_Load,2018,01,02,18,0.0,53.31550802139038
2018-01-02 18:45:00,40.25,0.0,8.82,0.5,97.68,99.99,Tuesday,Maximum_Load,2018,01,02,18,0.0,23.155279503105593
2018-01-02 19:00:00,34.92,0.0,1.98,1.58,99.84,99.9,Tuesday,Maximum_Load,2018,01,02,19,0.0,10.194730813287514
2018-01-02 19:15:00,41.36,0.0,6.44,0.43,98.81,99.99,Tuesday,Maximum_Load,2018,01,02,19,0.0,16.610251450676984
2018-01-02 19:30:00,35.96,0.0,2.52,1.37,99.76,99.93,Tuesday,Maximum_Load,2018,01,02,19,0.0,10.817575083426028
2018-01-02 19:45:00,39.42,0.0,5.29,0.47,99.11,99.99,Tuesday,Maximum_Load,2018,01,02,19,0.0,14.61187214611872
2018-01-02 20:00:00,38.16,0.0,4.68,0.5,99.26,99.99,Tuesday,Maximum_Load,2018,01,02,20,0.0,13.574423480083858
2018-01-02 20:15:00,33.23,0.0,1.51,3.96,99.9,99.3,Tuesday,Medium_Load,2018,01,02,20,0.0,16.46102919049052
2018-01-02 20:30:00,25.88,0.0,0.0,12.13,100.0,90.55,Tuesday,Medium_Load,2018,01,02,20,0.0,46.870170015455955
2018-01-02 20:45:00,10.84,0.0,0.0,23.22,100.0,42.3,Tuesday,Medium_Load,2018,01,02,20,0.0,214.20664206642064
2018-01-02 21:00:00,9.29,0.0,0.0,23.51,100.0,36.75,Tuesday,Medium_Load,2018,01,02,21,0.0,253.0678148546825
2018-01-02 21:15:00,6.98,0.0,0.0,25.16,100.0,26.73,Tuesday,Medium_Load,2018,01,02,21,0.0,360.45845272206304
2018-01-02 21:30:00,5.11,0.0,0.0,26.5,100.0,18.93,Tuesday,Medium_Load,2018,01,02,21,0.0,518.5909980430529
2018-01-02 21:45:00,5.08,0.0,0.0,26.42,100.0,18.88,Tuesday,Medium_Load,2018,01,02,21,0.0,520.0787401574804
2018-01-02 22:00:00,5.04,0.0,0.0,26.46,100.0,18.71,Tuesday,Medium_Load,2018,01,02,22,0.0,525.0
2018-01-02 22:15:00,4.93,0.0,1.84,15.44,93.69,30.42,Tuesday,Maximum_Load,2018,01,02,22,0.0,350.5070993914808
2018-01-02 22:30:00,4.64,0.0,5.22,0.0,66.44,100.0,Tuesday,Maximum_Load,2018,01,02,22,0.0,112.5
2018-01-02 22:45:00,4.68,0.0,5.18,0.0,67.04,100.0,Tuesday,Maximum_Load,2018,01,02,22,0.0,110.6837606837607
2018-01-02 23:00:00,4.68,0.0,5.11,0.0,67.54,100.0,Tuesday,Maximum_Load,2018,01,02,23,0.0,109.1880341880342
2018-01-02 23:15:00,4.57,0.0,4.54,0.0,70.94,100.0,Tuesday,Light_Load,2018,01,02,23,0.0,99.34354485776805
2018-01-02 23:30:00,4.57,0.0,4.25,0.0,73.23,100.0,Tuesday,Light_Load,2018,01,02,23,0.0,92.99781181619255
2018-01-02 23:45:00,4.54,0.0,4.25,0.0,73.0,100.0,Tuesday,Light_Load,2018,01,02,23,0.0,93.6123348017621
2018-01-02 00:00:00,4.61,0.0,4.21,0.0,73.84,100.0,Tuesday,Light_Load,2018,01,02,00,0.0,91.32321041214749
2018-01-03 00:15:00,4.61,0.0,4.61,0.0,70.71,100.0,Wednesday,Light_Load,2018,01,03,00,0.0,100.0
2018-01-03 00:30:00,4.61,0.0,4.54,0.0,71.25,100.0,Wednesday,Light_Load,2018,01,03,00,0.0,98.48156182212581
2018-01-03 00:45:00,4.57,0.0,4.5,0.0,71.25,100.0,Wednesday,Light_Load,2018,01,03,00,0.0,98.4682713347921
2018-01-03 01:00:00,4.57,0.0,4.61,0.0,70.4,100.0,Wednesday,Light_Load,2018,01,03,01,0.0,100.87527352297595
2018-01-03 01:15:00,4.64,0.0,4.46,0.0,72.1,100.0,Wednesday,Light_Load,2018,01,03,01,0.0,96.12068965517241
2018-01-03 01:30:00,4.64,0.0,4.57,0.0,71.25,100.0,Wednesday,Light_Load,2018,01,03,01,0.0,98.49137931034484
2018-01-03 01:45:00,4.61,0.0,4.79,0.0,69.34,100.0,Wednesday,Light_Load,2018,01,03,01,0.0,103.90455531453362
